UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,operator_id,material_lot,ground_truth_label,failure_modes
8351,M08351,M,305.0,314.8,1439,40.4,80,0,0,0,0,0,0,LINE1-M02,2026-07-30T04:58:00,OP-106,MAT-8807,NORMAL,
8352,L08352,L,298.6,308.3,1503,44.9,82,0,0,0,0,0,0,LINE2-M02,2026-07-30T05:04:00,OP-100,MAT-8807,NORMAL,
8353,H08353,H,300.7,310.0,1228,49.8,87,0,0,0,0,0,0,LINE2-M02,2026-07-30T05:08:00,OP-103,MAT-8819,NORMAL,
8354,L08354,L,296.6,305.6,1647,44.1,89,0,0,0,0,0,0,LINE2-M01,2026-07-30T05:12:00,OP-100,MAT-8813,NORMAL,
8355,L08355,L,302.5,312.6,1491,34.3,91,0,0,0,0,0,0,LINE2-M02,2026-07-30T05:15:00,OP-103,MAT-8819,NORMAL,
8356,L08356,L,303.8,314.6,1365,40.1,93,0,0,0,0,0,0,LINE1-M02,2026-07-30T05:17:00,OP-111,MAT-8800,NORMAL,
8357,L08357,L,300.4,310.8,1849,36.3,95,0,0,0,0,0,0,LINE1-M01,2026-07-30T05:19:00,OP-102,MAT-8806,NORMAL,
8358,M08358,M,298.5,309.5,1349,41.9,98,0,0,0,0,0,0,LINE3-M02,2026-07-30T05:24:00,OP-105,MAT-8806,NORMAL,
8359,L08359,L,299.9,309.0,1636,21.7,100,0,0,0,0,0,0,LINE2-M02,2026-07-30T05:27:00,OP-111,MAT-8809,NORMAL,
8360,L08360,L,298.9,308.1,1192,44.9,102,0,0,0,0,0,0,LINE1-M02,2026-07-30T05:33:00,OP-105,MAT-8818,NORMAL,
8361,L08361,L,299.9,308.9,1279,53.4,104,0,0,0,0,0,0,LINE3-M02,2026-07-30T05:39:00,OP-102,MAT-8808,NORMAL,
8362,M08362,M,300.9,312.0,2078,39.2,107,0,0,0,0,0,0,LINE3-M02,2026-07-30T05:41:00,OP-111,MAT-8801,NORMAL,
8363,M08363,M,299.6,310.6,1168,49.9,110,0,0,0,0,0,0,LINE1-M02,2026-07-30T05:45:00,OP-110,MAT-8800,NORMAL,
8364,L08364,L,299.0,308.8,1583,40.4,112,0,0,0,0,0,0,LINE1-M02,2026-07-30T05:51:00,OP-105,MAT-8806,NORMAL,
8365,M08365,M,299.5,309.4,1511,41.1,115,0,0,0,0,0,0,LINE2-M01,2026-07-30T05:53:00,OP-110,MAT-8804,NORMAL,
8366,M08366,M,301.0,311.3,1219,41.3,118,0,0,0,0,0,0,LINE1-M02,2026-07-30T05:57:00,OP-102,MAT-8808,NORMAL,
8367,H08367,H,296.5,306.0,1481,38.1,123,0,0,0,0,0,0,LINE3-M01,2026-07-30T06:00:00,OP-100,MAT-8813,NORMAL,
8368,L08368,L,299.1,307.8,1440,45.5,125,0,0,0,0,0,0,LINE2-M02,2026-07-30T06:04:00,OP-109,MAT-8818,NORMAL,
8369,M08369,M,301.5,311.6,1635,33.4,128,0,0,0,0,0,0,LINE3-M02,2026-07-30T06:10:00,OP-111,MAT-8808,NORMAL,
8370,H08370,H,301.0,310.9,1398,52.5,133,0,0,0,0,0,0,LINE1-M02,2026-07-30T06:15:00,OP-108,MAT-8800,NORMAL,
8371,L08371,L,301.8,312.5,1560,54.6,135,0,0,0,0,0,0,LINE1-M01,2026-07-30T06:21:00,OP-100,MAT-8810,NORMAL,
8372,M08372,M,303.7,312.6,1760,35.6,138,0,0,0,0,0,0,LINE3-M02,2026-07-30T06:24:00,OP-109,MAT-8808,NORMAL,
8373,M08373,M,298.7,309.0,1495,52.1,141,0,0,0,0,0,0,LINE3-M01,2026-07-30T06:26:00,OP-102,MAT-8810,NORMAL,
8374,L08374,L,297.8,308.6,1441,27.0,143,0,0,0,0,0,0,LINE1-M02,2026-07-30T06:32:00,OP-110,MAT-8817,NORMAL,
8375,H08375,H,298.0,307.3,1670,28.4,148,0,0,0,0,0,0,LINE1-M01,2026-07-30T06:35:00,OP-106,MAT-8819,NORMAL,
8376,L08376,L,300.5,311.3,1557,44.6,150,0,0,0,0,0,0,LINE3-M02,2026-07-30T06:38:00,OP-103,MAT-8802,NORMAL,
8377,L08377,L,300.6,310.0,1451,45.6,152,0,0,0,0,0,0,LINE1-M02,2026-07-30T06:42:00,OP-110,MAT-8800,NORMAL,
8378,L08378,L,300.0,310.3,1790,61.0,154,1,0,0,1,0,0,LINE1-M02,2026-07-30T06:47:00,OP-101,MAT-8806,FAILURE,PWF
8379,L08379,L,302.6,311.3,1269,44.4,156,0,0,0,0,0,0,LINE1-M02,2026-07-30T06:52:00,OP-102,MAT-8801,NORMAL,
8380,L08380,L,297.0,305.7,1617,36.4,158,0,0,0,0,0,0,LINE2-M02,2026-07-30T06:56:00,OP-103,MAT-8811,NORMAL,
8381,H08381,H,303.9,313.9,1168,46.5,163,0,0,0,0,0,0,LINE1-M01,2026-07-30T06:58:00,OP-106,MAT-8819,NORMAL,
8382,M08382,M,297.4,306.6,1711,31.7,166,0,0,0,0,0,0,LINE1-M02,2026-07-30T07:01:00,OP-100,MAT-8811,NORMAL,
8383,M08383,M,303.5,314.7,1457,28.1,169,0,0,0,0,0,0,LINE2-M01,2026-07-30T07:03:00,OP-111,MAT-8811,NORMAL,
8384,M08384,M,303.3,313.1,1279,46.6,172,0,0,0,0,0,0,LINE3-M02,2026-07-30T07:05:00,OP-110,MAT-8800,NORMAL,
8385,L08385,L,298.5,306.8,1809,43.3,174,0,0,0,0,0,0,LINE2-M01,2026-07-30T07:07:00,OP-103,MAT-8804,NORMAL,
8386,M08386,M,301.5,311.8,1313,30.5,177,0,0,0,0,0,0,LINE1-M01,2026-07-30T07:11:00,OP-109,MAT-8803,NORMAL,
8387,L08387,L,300.5,310.7,1668,46.0,179,0,0,0,0,0,0,LINE1-M01,2026-07-30T07:13:00,OP-101,MAT-8818,NORMAL,
8388,L08388,L,299.3,309.5,1584,25.9,181,0,0,0,0,0,0,LINE1-M02,2026-07-30T07:19:00,OP-104,MAT-8806,NORMAL,
8389,L08389,L,297.2,306.8,1583,37.9,183,0,0,0,0,0,0,LINE3-M02,2026-07-30T07:22:00,OP-106,MAT-8807,NORMAL,
8390,H08390,H,300.2,309.3,1580,50.2,188,0,0,0,0,0,0,LINE1-M02,2026-07-30T07:25:00,OP-106,MAT-8818,NORMAL,
8391,L08391,L,299.7,310.2,1305,47.7,190,0,0,0,0,0,0,LINE1-M02,2026-07-30T07:29:00,OP-107,MAT-8807,NORMAL,
8392,L08392,L,296.1,304.6,1447,52.9,192,0,0,0,0,0,0,LINE2-M02,2026-07-30T07:32:00,OP-105,MAT-8807,NORMAL,
8393,M08393,M,298.8,309.1,1258,56.1,195,0,0,0,0,0,0,LINE3-M02,2026-07-30T07:34:00,OP-110,MAT-8807,NORMAL,
8394,H08394,H,301.6,311.8,1265,45.4,200,0,0,0,0,0,0,LINE1-M02,2026-07-30T07:37:00,OP-100,MAT-8812,NORMAL,
8395,H08395,H,298.3,308.5,1542,39.7,205,0,0,0,0,0,0,LINE1-M01,2026-07-30T07:40:00,OP-102,MAT-8810,NORMAL,
8396,L08396,L,298.7,308.5,1805,34.9,207,0,0,0,0,0,0,LINE3-M01,2026-07-30T07:45:00,OP-106,MAT-8812,NORMAL,
8397,H08397,H,300.6,311.2,1841,39.3,212,1,1,0,0,0,0,LINE2-M02,2026-07-30T07:50:00,OP-108,MAT-8819,FAILURE,TWF
8398,L08398,L,298.4,308.0,1751,30.4,214,1,1,0,0,0,0,LINE3-M01,2026-07-30T07:52:00,OP-101,MAT-8816,FAILURE,TWF
8399,M08399,M,298.7,309.2,1752,36.7,217,0,0,0,0,0,0,LINE2-M02,2026-07-30T07:56:00,OP-105,MAT-8813,NORMAL,
8400,L08400,L,299.6,309.9,1756,43.6,219,0,0,0,0,0,0,LINE1-M01,2026-07-30T08:00:00,OP-111,MAT-8817,NORMAL,
8401,M08401,M,300.6,310.5,1503,37.4,222,1,1,0,0,0,0,LINE1-M01,2026-07-30T08:04:00,OP-110,MAT-8817,FAILURE,TWF
8402,M08402,M,296.9,307.1,1223,35.8,225,1,1,0,0,0,0,LINE1-M01,2026-07-30T08:06:00,OP-109,MAT-8800,FAILURE,TWF
8403,L08403,L,300.5,309.5,1366,23.6,227,1,1,0,1,0,0,LINE2-M01,2026-07-30T08:10:00,OP-110,MAT-8816,FAILURE,"TWF,PWF"
8404,M08404,M,301.3,311.8,1470,40.0,230,1,1,0,0,0,0,LINE2-M01,2026-07-30T08:16:00,OP-106,MAT-8806,FAILURE,TWF
8405,M08405,M,301.1,311.6,1848,41.9,233,0,0,0,0,0,0,LINE2-M01,2026-07-30T08:21:00,OP-111,MAT-8810,NORMAL,
8406,L08406,L,300.0,310.6,1276,50.0,235,1,1,0,0,1,0,LINE1-M02,2026-07-30T08:24:00,OP-100,MAT-8803,FAILURE,"TWF,OSF"
8407,L08407,L,298.9,307.0,1323,28.3,237,1,1,1,0,0,0,LINE2-M02,2026-07-30T08:29:00,OP-111,MAT-8803,FAILURE,"TWF,HDF"
8408,L08408,L,296.4,307.8,1509,38.2,239,1,1,0,0,0,0,LINE2-M02,2026-07-30T08:33:00,OP-110,MAT-8814,FAILURE,TWF
8409,L08409,L,298.8,308.9,1530,51.9,0,0,0,0,0,0,0,LINE2-M01,2026-07-30T08:38:00,OP-101,MAT-8812,NORMAL,
8410,L08410,L,302.5,312.1,1544,31.3,2,0,0,0,0,0,0,LINE1-M02,2026-07-30T08:44:00,OP-102,MAT-8818,NORMAL,
8411,L08411,L,298.4,310.4,1318,38.5,4,0,0,0,0,0,0,LINE2-M01,2026-07-30T08:49:00,OP-110,MAT-8814,NORMAL,
8412,M08412,M,298.9,310.1,1186,42.4,7,0,0,0,0,0,0,LINE2-M02,2026-07-30T08:51:00,OP-102,MAT-8800,NORMAL,
8413,L08413,L,299.0,309.7,1201,42.2,9,0,0,0,0,0,0,LINE2-M02,2026-07-30T08:55:00,OP-110,MAT-8817,NORMAL,
8414,H08414,H,299.4,310.0,1476,36.3,14,0,0,0,0,0,0,LINE2-M01,2026-07-30T08:59:00,OP-109,MAT-8806,NORMAL,
8415,M08415,M,302.0,312.2,1240,34.9,17,0,0,0,0,0,0,LINE2-M02,2026-07-30T09:04:00,OP-111,MAT-8805,NORMAL,
8416,L08416,L,300.0,310.9,1633,33.1,19,0,0,0,0,0,0,LINE3-M01,2026-07-30T09:07:00,OP-106,MAT-8808,NORMAL,
8417,L08417,L,305.2,316.2,1343,12.3,21,1,0,0,1,0,0,LINE1-M02,2026-07-30T09:09:00,OP-105,MAT-8800,FAILURE,PWF
8418,H08418,H,300.4,308.7,1230,41.8,26,1,0,1,0,0,0,LINE3-M02,2026-07-30T09:14:00,OP-110,MAT-8802,FAILURE,HDF
8419,L08419,L,303.0,314.4,1459,43.8,28,0,0,0,0,0,0,LINE2-M02,2026-07-30T09:19:00,OP-106,MAT-8808,NORMAL,
8420,M08420,M,300.1,309.9,1188,57.2,31,0,0,0,0,0,0,LINE3-M01,2026-07-30T09:25:00,OP-109,MAT-8810,NORMAL,
8421,L08421,L,298.7,308.7,1390,46.7,33,0,0,0,0,0,0,LINE3-M01,2026-07-30T09:29:00,OP-106,MAT-8816,NORMAL,
8422,M08422,M,301.6,312.3,1315,20.5,36,1,0,0,1,0,0,LINE2-M01,2026-07-30T09:35:00,OP-111,MAT-8810,FAILURE,PWF
8423,L08423,L,300.6,311.2,1310,31.1,38,0,0,0,0,0,0,LINE3-M01,2026-07-30T09:39:00,OP-105,MAT-8803,NORMAL,
8424,H08424,H,298.7,308.1,1446,39.7,43,0,0,0,0,0,0,LINE3-M02,2026-07-30T09:44:00,OP-100,MAT-8807,NORMAL,
8425,M08425,M,296.8,305.5,1335,36.1,46,0,0,0,0,0,0,LINE3-M01,2026-07-30T09:49:00,OP-104,MAT-8802,NORMAL,
8426,L08426,L,300.8,310.7,1378,25.0,48,0,0,0,0,0,0,LINE1-M01,2026-07-30T09:51:00,OP-103,MAT-8806,NORMAL,
8427,L08427,L,299.3,308.4,1568,31.0,50,0,0,0,0,0,0,LINE1-M01,2026-07-30T09:57:00,OP-108,MAT-8801,NORMAL,
8428,H08428,H,300.6,310.4,1861,56.4,55,1,0,0,1,0,0,LINE2-M02,2026-07-30T10:00:00,OP-101,MAT-8805,FAILURE,PWF
8429,H08429,H,303.4,311.6,2026,38.4,60,0,0,0,0,0,0,LINE3-M02,2026-07-30T10:04:00,OP-101,MAT-8816,NORMAL,
8430,L08430,L,297.9,308.5,1625,28.6,62,0,0,0,0,0,0,LINE2-M01,2026-07-30T10:06:00,OP-104,MAT-8817,NORMAL,
8431,L08431,L,298.2,309.6,1807,20.5,64,0,0,0,0,0,0,LINE1-M01,2026-07-30T10:08:00,OP-105,MAT-8806,NORMAL,
8432,M08432,M,303.0,312.8,1247,66.5,67,0,0,0,0,0,0,LINE1-M02,2026-07-30T10:12:00,OP-108,MAT-8801,NORMAL,
8433,H08433,H,300.5,310.1,1600,44.9,72,0,0,0,0,0,0,LINE1-M02,2026-07-30T10:17:00,OP-101,MAT-8819,NORMAL,
8434,H08434,H,299.7,309.8,1345,47.1,77,0,0,0,0,0,0,LINE1-M02,2026-07-30T10:23:00,OP-104,MAT-8803,NORMAL,
8435,M08435,M,299.6,309.7,1168,40.7,80,0,0,0,0,0,0,LINE1-M01,2026-07-30T10:25:00,OP-110,MAT-8811,NORMAL,
8436,H08436,H,299.5,310.9,1322,46.2,85,0,0,0,0,0,0,LINE2-M02,2026-07-30T10:30:00,OP-108,MAT-8808,NORMAL,
8437,M08437,M,300.3,311.6,1435,30.0,88,0,0,0,0,0,0,LINE2-M02,2026-07-30T10:34:00,OP-106,MAT-8805,NORMAL,
8438,L08438,L,300.3,310.0,1206,40.0,90,0,0,0,0,0,0,LINE3-M02,2026-07-30T10:38:00,OP-107,MAT-8806,NORMAL,
8439,H08439,H,298.8,306.7,1885,33.8,95,0,0,0,0,0,0,LINE2-M02,2026-07-30T10:44:00,OP-101,MAT-8815,NORMAL,
8440,L08440,L,300.5,310.8,1342,47.6,97,0,0,0,0,0,0,LINE2-M01,2026-07-30T10:46:00,OP-110,MAT-8805,NORMAL,
8441,L08441,L,303.0,312.6,1367,15.2,99,1,0,0,1,0,0,LINE2-M01,2026-07-30T10:52:00,OP-101,MAT-8817,FAILURE,PWF
8442,L08442,L,301.3,310.1,1227,58.8,101,0,0,0,0,0,0,LINE2-M01,2026-07-30T10:55:00,OP-109,MAT-8801,NORMAL,
8443,M08443,M,298.5,310.1,1286,33.0,104,0,0,0,0,0,0,LINE2-M01,2026-07-30T10:57:00,OP-109,MAT-8808,NORMAL,
8444,L08444,L,300.1,310.5,1488,34.8,106,0,0,0,0,0,0,LINE3-M01,2026-07-30T11:00:00,OP-106,MAT-8800,NORMAL,
8445,L08445,L,296.7,306.8,1540,35.9,108,0,0,0,0,0,0,LINE2-M01,2026-07-30T11:06:00,OP-109,MAT-8815,NORMAL,
8446,L08446,L,299.8,310.4,1168,37.6,110,0,0,0,0,0,0,LINE3-M01,2026-07-30T11:12:00,OP-110,MAT-8801,NORMAL,
8447,L08447,L,299.9,311.0,1577,45.2,112,0,0,0,0,0,0,LINE2-M01,2026-07-30T11:18:00,OP-109,MAT-8815,NORMAL,
8448,H08448,H,302.4,313.7,1487,47.9,117,0,0,0,0,0,0,LINE1-M01,2026-07-30T11:24:00,OP-104,MAT-8804,NORMAL,
8449,L08449,L,303.6,312.7,1530,39.5,119,0,0,0,0,0,0,LINE1-M01,2026-07-30T11:27:00,OP-101,MAT-8806,NORMAL,
8450,L08450,L,300.7,309.2,1416,20.8,121,1,0,0,1,0,0,LINE3-M01,2026-07-30T11:32:00,OP-102,MAT-8812,FAILURE,PWF
8451,M08451,M,300.8,311.0,1168,58.4,124,0,0,0,0,0,0,LINE1-M02,2026-07-30T11:37:00,OP-107,MAT-8810,NORMAL,
8452,M08452,M,298.7,307.9,1530,42.5,127,0,0,0,0,0,0,LINE2-M02,2026-07-30T11:40:00,OP-103,MAT-8802,NORMAL,
8453,L08453,L,300.6,310.4,1168,48.8,129,0,0,0,0,0,0,LINE2-M02,2026-07-30T11:44:00,OP-109,MAT-8801,NORMAL,
8454,M08454,M,298.5,309.8,1374,30.9,132,0,0,0,0,0,0,LINE2-M01,2026-07-30T11:48:00,OP-106,MAT-8817,NORMAL,
8455,L08455,L,298.6,308.9,1190,51.5,134,0,0,0,0,0,0,LINE1-M02,2026-07-30T11:50:00,OP-109,MAT-8812,NORMAL,
8456,H08456,H,305.3,315.8,1520,55.2,139,0,0,0,0,0,0,LINE1-M01,2026-07-30T11:52:00,OP-105,MAT-8812,NORMAL,
8457,H08457,H,298.6,308.4,1366,38.1,144,0,0,0,0,0,0,LINE1-M02,2026-07-30T11:57:00,OP-102,MAT-8802,NORMAL,
8458,H08458,H,297.4,305.9,1561,43.7,149,0,0,0,0,0,0,LINE1-M02,2026-07-30T11:59:00,OP-101,MAT-8816,NORMAL,
8459,M08459,M,296.5,307.5,1432,32.6,152,0,0,0,0,0,0,LINE3-M01,2026-07-30T12:04:00,OP-102,MAT-8819,NORMAL,
8460,L08460,L,298.1,307.3,1338,49.9,154,0,0,0,0,0,0,LINE2-M02,2026-07-30T12:09:00,OP-110,MAT-8816,NORMAL,
8461,L08461,L,299.9,309.5,1358,29.2,156,0,0,0,0,0,0,LINE1-M01,2026-07-30T12:15:00,OP-101,MAT-8814,NORMAL,
8462,L08462,L,298.8,309.2,1997,34.8,158,0,0,0,0,0,0,LINE1-M01,2026-07-30T12:17:00,OP-104,MAT-8815,NORMAL,
8463,L08463,L,301.4,311.4,1527,33.4,160,0,0,0,0,0,0,LINE3-M02,2026-07-30T12:19:00,OP-101,MAT-8810,NORMAL,
8464,L08464,L,298.4,307.4,1418,41.3,162,0,0,0,0,0,0,LINE2-M01,2026-07-30T12:22:00,OP-111,MAT-8819,NORMAL,
8465,L08465,L,299.5,310.2,1621,48.4,164,0,0,0,0,0,0,LINE1-M02,2026-07-30T12:24:00,OP-100,MAT-8814,NORMAL,
8466,L08466,L,296.4,306.1,1484,34.2,166,0,0,0,0,0,0,LINE1-M01,2026-07-30T12:29:00,OP-108,MAT-8804,NORMAL,
8467,L08467,L,298.4,309.0,1936,39.1,168,0,0,0,0,0,0,LINE2-M02,2026-07-30T12:34:00,OP-102,MAT-8804,NORMAL,
8468,M08468,M,299.5,310.8,1437,25.8,171,0,0,0,0,0,0,LINE1-M01,2026-07-30T12:37:00,OP-111,MAT-8817,NORMAL,
8469,L08469,L,301.6,312.6,1793,34.4,173,0,0,0,0,0,0,LINE2-M02,2026-07-30T12:39:00,OP-109,MAT-8814,NORMAL,
8470,L08470,L,299.5,308.0,1605,47.5,175,0,0,0,0,0,0,LINE2-M01,2026-07-30T12:44:00,OP-101,MAT-8814,NORMAL,
8471,M08471,M,301.9,311.4,1247,29.0,178,0,0,0,0,0,0,LINE2-M01,2026-07-30T12:47:00,OP-108,MAT-8814,NORMAL,
8472,M08472,M,302.2,312.6,1168,18.4,181,1,0,0,1,0,0,LINE3-M01,2026-07-30T12:49:00,OP-100,MAT-8803,FAILURE,PWF
8473,H08473,H,302.5,311.9,1453,56.9,186,0,0,0,0,0,0,LINE1-M02,2026-07-30T12:54:00,OP-104,MAT-8801,NORMAL,
8474,M08474,M,301.6,311.7,1469,42.7,189,0,0,0,0,0,0,LINE1-M01,2026-07-30T13:00:00,OP-103,MAT-8818,NORMAL,
8475,L08475,L,302.0,312.5,1445,45.3,191,0,0,0,0,0,0,LINE2-M02,2026-07-30T13:03:00,OP-103,MAT-8818,NORMAL,
8476,H08476,H,302.0,310.7,1344,34.1,196,0,0,0,0,0,0,LINE1-M02,2026-07-30T13:06:00,OP-105,MAT-8818,NORMAL,
8477,M08477,M,298.6,307.5,1197,44.2,199,0,0,0,0,0,0,LINE3-M01,2026-07-30T13:11:00,OP-103,MAT-8812,NORMAL,
8478,M08478,M,303.4,313.7,1307,45.9,202,0,0,0,0,0,0,LINE2-M01,2026-07-30T13:14:00,OP-108,MAT-8801,NORMAL,
8479,M08479,M,302.0,310.8,1265,33.9,205,0,0,0,0,0,0,LINE1-M02,2026-07-30T13:20:00,OP-108,MAT-8802,NORMAL,
8480,L08480,L,299.7,309.1,1590,25.2,207,1,1,0,0,0,0,LINE2-M01,2026-07-30T13:26:00,OP-103,MAT-8802,FAILURE,TWF
8481,L08481,L,302.3,313.5,1631,28.3,209,0,0,0,0,0,0,LINE3-M01,2026-07-30T13:30:00,OP-101,MAT-8803,NORMAL,
8482,M08482,M,300.5,311.5,1600,47.8,212,0,0,0,0,0,0,LINE3-M01,2026-07-30T13:33:00,OP-109,MAT-8803,NORMAL,
8483,H08483,H,299.6,309.6,1335,62.1,217,1,1,0,0,1,0,LINE2-M01,2026-07-30T13:37:00,OP-103,MAT-8805,FAILURE,"TWF,OSF"
8484,L08484,L,302.6,313.4,1168,27.0,219,1,0,0,1,0,0,LINE3-M02,2026-07-30T13:40:00,OP-104,MAT-8806,FAILURE,PWF
8485,L08485,L,300.8,310.5,1444,50.7,221,1,0,0,0,1,0,LINE3-M01,2026-07-30T13:44:00,OP-108,MAT-8818,FAILURE,OSF
8486,M08486,M,299.9,309.2,1253,50.5,224,0,0,0,0,0,0,LINE1-M01,2026-07-30T13:49:00,OP-103,MAT-8812,NORMAL,
8487,H08487,H,298.2,308.3,1530,45.0,229,1,1,0,0,0,0,LINE1-M02,2026-07-30T13:54:00,OP-101,MAT-8810,FAILURE,TWF
8488,M08488,M,303.4,314.6,1318,52.7,232,1,1,0,0,1,0,LINE2-M01,2026-07-30T13:58:00,OP-109,MAT-8809,FAILURE,"TWF,OSF"
8489,L08489,L,299.5,310.3,1168,46.5,234,1,1,0,0,0,0,LINE1-M02,2026-07-30T14:00:00,OP-101,MAT-8810,FAILURE,TWF
8490,M08490,M,300.9,310.2,1317,42.1,237,1,1,0,0,0,0,LINE1-M01,2026-07-30T14:05:00,OP-110,MAT-8818,FAILURE,TWF
8491,L08491,L,301.7,313.4,1706,22.9,239,1,1,0,0,0,0,LINE1-M02,2026-07-30T14:11:00,OP-107,MAT-8818,FAILURE,TWF
8492,M08492,M,302.8,312.1,1877,35.3,0,0,0,0,0,0,0,LINE3-M01,2026-07-30T14:16:00,OP-110,MAT-8809,NORMAL,
8493,L08493,L,300.7,311.3,1424,54.0,2,0,0,0,0,0,0,LINE1-M01,2026-07-30T14:18:00,OP-111,MAT-8810,NORMAL,
8494,M08494,M,297.3,307.0,1168,34.8,5,0,0,0,0,0,0,LINE1-M01,2026-07-30T14:24:00,OP-101,MAT-8803,NORMAL,
8495,M08495,M,301.9,310.4,1347,38.9,8,1,0,1,0,0,0,LINE3-M01,2026-07-30T14:28:00,OP-102,MAT-8802,FAILURE,HDF
8496,L08496,L,297.9,309.0,1727,57.5,10,1,0,0,1,0,0,LINE3-M02,2026-07-30T14:34:00,OP-100,MAT-8812,FAILURE,PWF
8497,L08497,L,299.9,310.6,1746,34.1,12,0,0,0,0,0,0,LINE1-M01,2026-07-30T14:38:00,OP-108,MAT-8803,NORMAL,
8498,L08498,L,296.3,306.7,1717,27.4,14,0,0,0,0,0,0,LINE2-M01,2026-07-30T14:44:00,OP-106,MAT-8817,NORMAL,
8499,H08499,H,302.4,311.4,1685,53.3,19,1,0,0,1,0,0,LINE2-M01,2026-07-30T14:48:00,OP-107,MAT-8808,FAILURE,PWF
8500,L08500,L,300.9,311.2,1692,23.7,21,0,0,0,0,0,0,LINE3-M02,2026-07-30T14:54:00,OP-106,MAT-8807,NORMAL,
