UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,operator_id,material_lot
3348,M03348,M,300.4,311.6,1453,49.0,69,0,0,0,0,0,0,LINE2-M02,2026-06-10T13:25:00,OP-101,MAT-8805
3349,L03349,L,297.1,306.8,1717,25.0,71,0,0,0,0,0,0,LINE3-M01,2026-06-10T13:27:00,OP-107,MAT-8800
3350,L03350,L,300.9,309.4,1434,48.3,73,0,0,0,0,0,0,LINE1-M01,2026-06-10T13:30:00,OP-108,MAT-8807
3351,M03351,M,297.8,306.2,1383,47.2,76,0,0,0,0,0,0,LINE3-M02,2026-06-10T13:36:00,OP-103,MAT-8800
3352,L03352,L,300.9,308.3,1614,30.5,78,0,0,0,0,0,0,LINE2-M01,2026-06-10T13:42:00,OP-102,MAT-8813
3353,M03353,M,299.2,309.9,1441,36.5,81,0,0,0,0,0,0,LINE3-M02,2026-06-10T13:47:00,OP-103,MAT-8807
3354,M03354,M,299.8,307.3,1574,29.1,84,0,0,0,0,0,0,LINE1-M02,2026-06-10T13:53:00,OP-110,MAT-8813
3355,L03355,L,300.0,310.1,1168,49.2,86,0,0,0,0,0,0,LINE2-M02,2026-06-10T13:56:00,OP-111,MAT-8804
3356,H03356,H,300.3,311.1,1434,40.1,91,0,0,0,0,0,0,LINE1-M01,2026-06-10T13:59:00,OP-109,MAT-8814
3357,L03357,L,301.4,312.4,1498,26.7,93,0,0,0,0,0,0,LINE3-M01,2026-06-10T14:04:00,OP-106,MAT-8814
3358,H03358,H,301.8,311.8,1702,40.5,98,0,0,0,0,0,0,LINE1-M01,2026-06-10T14:06:00,OP-100,MAT-8806
3359,L03359,L,302.3,312.9,1594,44.3,100,0,0,0,0,0,0,LINE2-M02,2026-06-10T14:11:00,OP-102,MAT-8803
3360,L03360,L,301.9,311.8,1332,43.0,102,0,0,0,0,0,0,LINE3-M01,2026-06-10T14:14:00,OP-109,MAT-8802
3361,M03361,M,304.2,313.4,1946,27.0,105,0,0,0,0,0,0,LINE1-M01,2026-06-10T14:20:00,OP-100,MAT-8810
3362,L03362,L,300.3,310.7,1476,28.2,107,0,0,0,0,0,0,LINE1-M01,2026-06-10T14:25:00,OP-108,MAT-8804
3363,L03363,L,297.2,306.0,2027,35.7,109,0,0,0,0,0,0,LINE1-M02,2026-06-10T14:29:00,OP-100,MAT-8810
3364,L03364,L,303.6,314.4,1228,45.5,111,0,0,0,0,0,0,LINE2-M01,2026-06-10T14:35:00,OP-108,MAT-8804
3365,M03365,M,302.3,312.5,1369,48.4,114,0,0,0,0,0,0,LINE3-M01,2026-06-10T14:41:00,OP-101,MAT-8805
3366,L03366,L,298.0,307.4,1384,40.6,116,0,0,0,0,0,0,LINE2-M02,2026-06-10T14:45:00,OP-105,MAT-8816
3367,M03367,M,300.1,310.3,1272,29.6,119,0,0,0,0,0,0,LINE1-M02,2026-06-10T14:50:00,OP-111,MAT-8800
3368,M03368,M,296.8,305.5,1180,57.6,122,0,0,0,0,0,0,LINE2-M01,2026-06-10T14:54:00,OP-105,MAT-8814
3369,M03369,M,298.1,307.2,1276,43.1,125,0,0,0,0,0,0,LINE3-M02,2026-06-10T14:59:00,OP-100,MAT-8814
3370,M03370,M,302.4,313.8,1226,41.9,128,0,0,0,0,0,0,LINE2-M02,2026-06-10T15:03:00,OP-107,MAT-8801
3371,H03371,H,298.6,309.2,1358,47.5,133,0,0,0,0,0,0,LINE2-M01,2026-06-10T15:09:00,OP-108,MAT-8809
3372,M03372,M,301.2,312.8,1269,37.1,136,0,0,0,0,0,0,LINE1-M02,2026-06-10T15:15:00,OP-110,MAT-8802
3373,M03373,M,301.1,312.9,1743,57.0,139,1,0,0,1,0,0,LINE2-M01,2026-06-10T15:18:00,OP-110,MAT-8816
3374,L03374,L,298.0,309.1,1990,40.4,141,0,0,0,0,0,0,LINE3-M02,2026-06-10T15:20:00,OP-106,MAT-8809
3375,L03375,L,298.4,308.7,1581,39.8,143,0,0,0,0,0,0,LINE1-M02,2026-06-10T15:22:00,OP-109,MAT-8816
3376,L03376,L,300.8,309.5,1438,56.8,145,0,0,0,0,0,0,LINE1-M02,2026-06-10T15:26:00,OP-103,MAT-8811
3377,L03377,L,297.7,306.7,1428,51.3,147,0,0,0,0,0,0,LINE3-M01,2026-06-10T15:32:00,OP-109,MAT-8817
3378,M03378,M,300.6,310.6,1756,31.6,150,0,0,0,0,0,0,LINE2-M01,2026-06-10T15:34:00,OP-111,MAT-8816
3379,M03379,M,300.7,311.0,1448,26.3,153,0,0,0,0,0,0,LINE2-M02,2026-06-10T15:36:00,OP-110,MAT-8803
3380,L03380,L,300.9,312.1,1481,53.0,155,0,0,0,0,0,0,LINE2-M02,2026-06-10T15:39:00,OP-111,MAT-8814
3381,H03381,H,302.8,314.8,1805,24.3,160,0,0,0,0,0,0,LINE2-M01,2026-06-10T15:43:00,OP-110,MAT-8801
3382,M03382,M,300.8,312.5,1611,44.7,163,0,0,0,0,0,0,LINE1-M01,2026-06-10T15:49:00,OP-110,MAT-8815
3383,L03383,L,300.6,310.9,1452,29.6,165,0,0,0,0,0,0,LINE3-M01,2026-06-10T15:51:00,OP-100,MAT-8811
3384,L03384,L,303.6,313.9,1462,31.9,167,0,0,0,0,0,0,LINE3-M01,2026-06-10T15:54:00,OP-111,MAT-8819
3385,H03385,H,301.4,310.6,1168,47.3,172,0,0,0,0,0,0,LINE2-M02,2026-06-10T16:00:00,OP-109,MAT-8819
3386,M03386,M,297.3,307.6,1716,30.9,175,0,0,0,0,0,0,LINE3-M01,2026-06-10T16:04:00,OP-109,MAT-8813
3387,L03387,L,301.7,312.9,1289,30.4,177,0,0,0,0,0,0,LINE2-M01,2026-06-10T16:08:00,OP-105,MAT-8804
3388,M03388,M,299.7,310.3,1622,23.0,180,0,0,0,0,0,0,LINE3-M01,2026-06-10T16:12:00,OP-100,MAT-8809
3389,M03389,M,299.2,309.3,1376,38.7,183,0,0,0,0,0,0,LINE2-M02,2026-06-10T16:15:00,OP-100,MAT-8811
3390,M03390,M,297.1,306.6,1372,33.7,186,0,0,0,0,0,0,LINE1-M02,2026-06-10T16:21:00,OP-106,MAT-8812
3391,H03391,H,295.7,304.8,1175,38.8,191,0,0,0,0,0,0,LINE1-M02,2026-06-10T16:27:00,OP-100,MAT-8816
3392,L03392,L,297.5,308.1,1767,52.1,193,1,0,0,1,0,0,LINE2-M01,2026-06-10T16:32:00,OP-105,MAT-8816
3393,H03393,H,299.5,309.3,1526,46.2,198,0,0,0,0,0,0,LINE1-M02,2026-06-10T16:34:00,OP-108,MAT-8812
3394,M03394,M,299.8,310.0,1448,58.8,201,0,0,0,0,0,0,LINE2-M02,2026-06-10T16:38:00,OP-100,MAT-8818
3395,L03395,L,299.9,310.0,1473,32.9,203,0,0,0,0,0,0,LINE1-M02,2026-06-10T16:42:00,OP-102,MAT-8814
3396,L03396,L,298.0,307.1,1471,26.6,205,0,0,0,0,0,0,LINE3-M02,2026-06-10T16:44:00,OP-111,MAT-8802
3397,M03397,M,301.3,310.1,1781,46.0,208,0,0,0,0,0,0,LINE3-M02,2026-06-10T16:50:00,OP-109,MAT-8807
3398,L03398,L,297.6,307.1,2010,28.0,210,0,0,0,0,0,0,LINE3-M01,2026-06-10T16:52:00,OP-100,MAT-8814
3399,L03399,L,303.7,313.3,1168,47.5,212,0,0,0,0,0,0,LINE1-M01,2026-06-10T16:54:00,OP-102,MAT-8813
3400,H03400,H,301.9,312.1,1498,39.6,217,0,0,0,0,0,0,LINE1-M02,2026-06-10T16:57:00,OP-105,MAT-8809
3401,L03401,L,298.8,310.4,1640,39.0,219,1,1,0,0,0,0,LINE3-M01,2026-06-10T17:02:00,OP-111,MAT-8819
3402,M03402,M,302.5,314.1,1592,35.9,222,1,1,0,0,0,0,LINE2-M02,2026-06-10T17:08:00,OP-104,MAT-8812
3403,H03403,H,299.5,310.0,1419,39.3,227,1,1,0,0,0,0,LINE3-M02,2026-06-10T17:12:00,OP-102,MAT-8802
3404,L03404,L,302.6,311.6,1724,39.7,229,1,1,0,0,0,0,LINE3-M01,2026-06-10T17:15:00,OP-106,MAT-8814
3405,M03405,M,300.0,311.5,1493,32.1,232,1,1,0,0,0,0,LINE2-M02,2026-06-10T17:19:00,OP-105,MAT-8816
3406,M03406,M,302.0,312.7,1777,40.0,235,1,1,0,0,0,0,LINE1-M01,2026-06-10T17:25:00,OP-106,MAT-8800
3407,M03407,M,299.7,309.8,1849,51.2,238,1,1,0,1,1,0,LINE2-M02,2026-06-10T17:28:00,OP-103,MAT-8816
3408,L03408,L,301.7,312.0,1538,41.6,240,1,1,0,0,0,0,LINE3-M01,2026-06-10T17:33:00,OP-106,MAT-8811
3409,M03409,M,299.7,310.8,1659,44.9,0,0,0,0,0,0,0,LINE3-M01,2026-06-10T17:36:00,OP-100,MAT-8814
3410,L03410,L,297.9,308.0,2002,58.4,2,1,0,0,1,0,0,LINE2-M01,2026-06-10T17:38:00,OP-101,MAT-8812
3411,M03411,M,299.0,308.3,1805,26.6,5,0,0,0,0,0,0,LINE2-M01,2026-06-10T17:41:00,OP-110,MAT-8815
3412,M03412,M,298.9,307.0,1733,45.9,8,0,0,0,0,0,0,LINE2-M02,2026-06-10T17:45:00,OP-106,MAT-8806
3413,L03413,L,294.6,304.3,1502,46.7,10,0,0,0,0,0,0,LINE3-M01,2026-06-10T17:48:00,OP-107,MAT-8817
3414,L03414,L,298.6,309.7,1763,49.2,12,1,0,0,1,0,0,LINE2-M02,2026-06-10T17:50:00,OP-101,MAT-8810
3415,M03415,M,305.0,316.2,1884,28.6,15,0,0,0,0,0,0,LINE2-M02,2026-06-10T17:55:00,OP-101,MAT-8816
3416,L03416,L,302.1,312.4,1309,50.2,17,0,0,0,0,0,0,LINE2-M01,2026-06-10T17:58:00,OP-101,MAT-8805
3417,H03417,H,300.7,309.7,1692,40.2,22,0,0,0,0,0,0,LINE3-M02,2026-06-10T18:02:00,OP-106,MAT-8818
3418,M03418,M,301.7,312.7,1951,36.7,25,0,0,0,0,0,0,LINE3-M02,2026-06-10T18:05:00,OP-107,MAT-8801
3419,L03419,L,300.8,311.2,1679,29.3,27,0,0,0,0,0,0,LINE3-M02,2026-06-10T18:08:00,OP-101,MAT-8805
3420,M03420,M,299.6,310.6,1168,35.2,30,0,0,0,0,0,0,LINE2-M02,2026-06-10T18:13:00,OP-104,MAT-8804
3421,H03421,H,300.6,309.5,1168,60.8,35,0,0,0,0,0,0,LINE2-M02,2026-06-10T18:16:00,OP-102,MAT-8815
3422,L03422,L,299.8,309.3,1588,55.1,37,1,0,0,1,0,0,LINE1-M01,2026-06-10T18:19:00,OP-108,MAT-8815
3423,H03423,H,300.1,310.0,1448,38.1,42,0,0,0,0,0,0,LINE3-M01,2026-06-10T18:22:00,OP-103,MAT-8808
3424,L03424,L,296.3,304.5,1530,26.9,44,0,0,0,0,0,0,LINE2-M01,2026-06-10T18:26:00,OP-105,MAT-8813
3425,L03425,L,299.8,309.1,1434,36.9,46,0,0,0,0,0,0,LINE2-M01,2026-06-10T18:31:00,OP-100,MAT-8808
3426,H03426,H,303.2,313.8,1717,55.8,51,1,0,0,1,0,0,LINE1-M01,2026-06-10T18:36:00,OP-102,MAT-8814
3427,L03427,L,301.4,310.6,1469,28.8,53,0,0,0,0,0,0,LINE3-M01,2026-06-10T18:40:00,OP-104,MAT-8801
3428,L03428,L,300.7,311.7,1180,38.6,55,0,0,0,0,0,0,LINE3-M01,2026-06-10T18:46:00,OP-109,MAT-8814
3429,L03429,L,301.5,313.1,1482,44.3,57,0,0,0,0,0,0,LINE3-M01,2026-06-10T18:51:00,OP-105,MAT-8818
3430,L03430,L,299.4,309.2,1392,54.7,59,0,0,0,0,0,0,LINE1-M02,2026-06-10T18:56:00,OP-105,MAT-8812
3431,M03431,M,303.3,313.1,1765,37.8,62,0,0,0,0,0,0,LINE3-M02,2026-06-10T19:00:00,OP-107,MAT-8807
3432,M03432,M,298.0,308.5,1540,44.8,65,0,0,0,0,0,0,LINE2-M02,2026-06-10T19:03:00,OP-105,MAT-8817
3433,M03433,M,303.0,311.6,1994,43.6,68,1,0,0,1,0,0,LINE1-M01,2026-06-10T19:08:00,OP-110,MAT-8819
3434,L03434,L,304.3,315.2,1612,33.7,70,0,0,0,0,0,0,LINE1-M02,2026-06-10T19:12:00,OP-106,MAT-8800
3435,M03435,M,297.4,308.6,1446,42.2,73,0,0,0,0,0,0,LINE3-M01,2026-06-10T19:15:00,OP-103,MAT-8807
3436,H03436,H,298.4,308.4,1196,47.6,78,0,0,0,0,0,0,LINE2-M01,2026-06-10T19:21:00,OP-106,MAT-8804
3437,M03437,M,298.0,308.2,1677,25.9,81,0,0,0,0,0,0,LINE2-M01,2026-06-10T19:23:00,OP-100,MAT-8817
3438,L03438,L,304.0,314.8,1281,31.7,83,0,0,0,0,0,0,LINE2-M01,2026-06-10T19:28:00,OP-105,MAT-8812
3439,H03439,H,300.9,310.3,1335,39.4,88,0,0,0,0,0,0,LINE3-M02,2026-06-10T19:31:00,OP-101,MAT-8810
3440,L03440,L,302.9,313.4,1168,60.9,90,0,0,0,0,0,0,LINE3-M02,2026-06-10T19:36:00,OP-105,MAT-8815
3441,L03441,L,298.8,309.0,1656,29.2,92,0,0,0,0,0,0,LINE1-M02,2026-06-10T19:40:00,OP-105,MAT-8807
3442,M03442,M,298.0,307.2,1434,31.3,95,0,0,0,0,0,0,LINE1-M02,2026-06-10T19:45:00,OP-108,MAT-8811
3443,H03443,H,302.5,313.1,1168,39.1,100,0,0,0,0,0,0,LINE3-M02,2026-06-10T19:48:00,OP-102,MAT-8811
3444,H03444,H,301.2,311.4,1395,33.8,105,0,0,0,0,0,0,LINE3-M01,2026-06-10T19:54:00,OP-101,MAT-8812
3445,M03445,M,298.8,307.6,1609,51.2,108,0,0,0,0,0,0,LINE1-M02,2026-06-10T19:57:00,OP-105,MAT-8815
3446,L03446,L,300.8,312.5,1488,52.5,110,0,0,0,0,0,0,LINE1-M01,2026-06-10T20:00:00,OP-107,MAT-8812
3447,M03447,M,300.3,309.5,1536,51.5,113,0,0,0,0,0,0,LINE1-M02,2026-06-10T20:06:00,OP-100,MAT-8806
3448,M03448,M,300.6,310.3,1613,30.0,116,0,0,0,0,0,0,LINE1-M02,2026-06-10T20:08:00,OP-104,MAT-8800
3449,M03449,M,299.3,308.8,1486,40.5,119,0,0,0,0,0,0,LINE3-M01,2026-06-10T20:12:00,OP-109,MAT-8808
3450,H03450,H,299.7,310.8,1168,42.4,124,0,0,0,0,0,0,LINE2-M01,2026-06-10T20:14:00,OP-105,MAT-8815
3451,L03451,L,299.3,309.4,1485,52.1,126,0,0,0,0,0,0,LINE2-M02,2026-06-10T20:18:00,OP-101,MAT-8804
3452,M03452,M,303.8,313.3,1647,24.4,129,0,0,0,0,0,0,LINE3-M01,2026-06-10T20:20:00,OP-101,MAT-8806
3453,L03453,L,300.4,310.6,1810,46.7,131,0,0,0,0,0,0,LINE3-M02,2026-06-10T20:26:00,OP-107,MAT-8802
3454,M03454,M,302.0,311.4,1728,17.3,134,1,0,0,1,0,0,LINE2-M02,2026-06-10T20:29:00,OP-108,MAT-8813
3455,L03455,L,297.8,307.8,1426,36.3,136,0,0,0,0,0,0,LINE1-M01,2026-06-10T20:31:00,OP-111,MAT-8806
3456,L03456,L,298.4,307.0,1175,55.2,138,0,0,0,0,0,0,LINE2-M01,2026-06-10T20:37:00,OP-102,MAT-8819
3457,M03457,M,299.8,311.2,1576,41.4,141,0,0,0,0,0,0,LINE3-M01,2026-06-10T20:43:00,OP-109,MAT-8812
3458,M03458,M,302.1,312.8,1226,39.9,144,0,0,0,0,0,0,LINE1-M01,2026-06-10T20:49:00,OP-108,MAT-8804
3459,M03459,M,297.2,307.5,1804,31.8,147,0,0,0,0,0,0,LINE3-M01,2026-06-10T20:55:00,OP-101,MAT-8814
3460,L03460,L,300.7,310.3,1735,39.4,149,0,0,0,0,0,0,LINE2-M01,2026-06-10T21:00:00,OP-104,MAT-8802
3461,H03461,H,299.6,309.9,1753,31.0,154,0,0,0,0,0,0,LINE3-M01,2026-06-10T21:06:00,OP-109,MAT-8803
3462,H03462,H,298.3,309.0,1875,39.1,159,0,0,0,0,0,0,LINE1-M01,2026-06-10T21:08:00,OP-111,MAT-8806
3463,L03463,L,300.3,309.9,1457,41.0,161,0,0,0,0,0,0,LINE3-M02,2026-06-10T21:12:00,OP-106,MAT-8800
3464,L03464,L,301.6,311.8,1178,48.0,163,0,0,0,0,0,0,LINE2-M01,2026-06-10T21:17:00,OP-111,MAT-8815
3465,L03465,L,299.2,309.8,1375,21.6,165,1,0,0,1,0,0,LINE1-M01,2026-06-10T21:22:00,OP-101,MAT-8812
3466,L03466,L,300.4,310.1,1832,51.3,167,1,0,0,1,0,0,LINE2-M02,2026-06-10T21:24:00,OP-100,MAT-8806
3467,H03467,H,303.2,312.7,1458,27.9,172,0,0,0,0,0,0,LINE2-M02,2026-06-10T21:26:00,OP-106,MAT-8819
3468,L03468,L,301.5,311.5,1693,43.8,174,0,0,0,0,0,0,LINE1-M01,2026-06-10T21:29:00,OP-111,MAT-8814
3469,L03469,L,298.6,308.9,1168,37.1,176,0,0,0,0,0,0,LINE1-M01,2026-06-10T21:35:00,OP-109,MAT-8815
3470,L03470,L,301.2,312.3,1168,37.4,178,0,0,0,0,0,0,LINE1-M01,2026-06-10T21:38:00,OP-104,MAT-8806
3471,H03471,H,298.9,309.0,1329,39.7,183,0,0,0,0,0,0,LINE2-M02,2026-06-10T21:43:00,OP-111,MAT-8817
3472,H03472,H,298.8,309.9,1408,50.9,188,0,0,0,0,0,0,LINE2-M02,2026-06-10T21:46:00,OP-109,MAT-8800
3473,L03473,L,296.3,306.7,1878,21.2,190,0,0,0,0,0,0,LINE3-M01,2026-06-10T21:50:00,OP-110,MAT-8811
3474,M03474,M,300.8,309.1,1362,44.1,193,1,0,1,0,0,0,LINE1-M01,2026-06-10T21:52:00,OP-109,MAT-8813
3475,H03475,H,299.3,309.9,1278,41.9,198,0,0,0,0,0,0,LINE3-M01,2026-06-10T21:57:00,OP-108,MAT-8815
3476,L03476,L,303.0,313.3,1894,45.6,200,1,0,0,1,0,0,LINE1-M01,2026-06-10T22:00:00,OP-100,MAT-8808
3477,L03477,L,294.4,305.2,1654,33.7,202,0,0,0,0,0,0,LINE3-M02,2026-06-10T22:05:00,OP-111,MAT-8808
3478,L03478,L,301.9,312.1,1562,36.8,204,0,0,0,0,0,0,LINE2-M01,2026-06-10T22:07:00,OP-101,MAT-8814
3479,M03479,M,299.7,310.4,1221,39.1,207,0,0,0,0,0,0,LINE1-M01,2026-06-10T22:12:00,OP-104,MAT-8811
3480,L03480,L,300.3,310.2,1409,50.6,209,0,0,0,0,0,0,LINE2-M01,2026-06-10T22:16:00,OP-105,MAT-8814
3481,M03481,M,302.4,312.7,1375,34.2,212,0,0,0,0,0,0,LINE1-M01,2026-06-10T22:21:00,OP-106,MAT-8817
3482,M03482,M,298.4,307.6,1578,23.3,215,0,0,0,0,0,0,LINE2-M01,2026-06-10T22:24:00,OP-101,MAT-8816
3483,L03483,L,304.3,314.9,1516,43.5,217,0,0,0,0,0,0,LINE2-M02,2026-06-10T22:28:00,OP-111,MAT-8808
3484,L03484,L,300.3,310.1,1589,37.0,219,1,1,0,0,0,0,LINE3-M01,2026-06-10T22:33:00,OP-106,MAT-8816
3485,L03485,L,303.3,312.3,1168,33.6,221,1,1,0,0,0,0,LINE2-M01,2026-06-10T22:35:00,OP-103,MAT-8809
3486,L03486,L,297.5,307.6,1376,37.5,223,1,1,0,0,0,0,LINE1-M01,2026-06-10T22:40:00,OP-103,MAT-8800
3487,H03487,H,299.1,308.9,1356,42.3,228,1,1,0,0,0,0,LINE3-M02,2026-06-10T22:43:00,OP-109,MAT-8815
3488,L03488,L,300.3,309.2,1541,41.6,230,1,1,0,0,0,0,LINE3-M01,2026-06-10T22:48:00,OP-108,MAT-8811
3489,L03489,L,299.1,309.4,1817,31.8,232,1,1,0,0,0,0,LINE3-M01,2026-06-10T22:50:00,OP-106,MAT-8811
3490,M03490,M,298.2,307.4,1555,35.7,235,1,1,0,0,0,0,LINE2-M02,2026-06-10T22:53:00,OP-108,MAT-8808
3491,L03491,L,299.9,309.5,1579,43.7,237,1,1,0,0,0,0,LINE3-M02,2026-06-10T22:58:00,OP-111,MAT-8818
3492,H03492,H,297.7,307.6,1679,45.9,0,0,0,0,0,0,0,LINE3-M02,2026-06-10T23:02:00,OP-106,MAT-8818
3493,L03493,L,299.2,309.1,1532,31.6,2,0,0,0,0,0,0,LINE3-M02,2026-06-10T23:07:00,OP-106,MAT-8804
3494,H03494,H,301.5,312.0,1408,40.7,7,0,0,0,0,0,0,LINE2-M01,2026-06-10T23:09:00,OP-110,MAT-8814
3495,M03495,M,302.8,312.4,1661,37.1,10,0,0,0,0,0,0,LINE3-M02,2026-06-10T23:13:00,OP-109,MAT-8805
3496,L03496,L,294.9,306.0,1168,40.6,12,0,0,0,0,0,0,LINE3-M01,2026-06-10T23:16:00,OP-102,MAT-8813
3497,M03497,M,296.7,307.9,1353,29.3,15,0,0,0,0,0,0,LINE3-M01,2026-06-10T23:18:00,OP-100,MAT-8802
3498,M03498,M,300.4,311.0,1574,51.3,18,0,0,0,0,0,0,LINE3-M02,2026-06-10T23:21:00,OP-110,MAT-8810
3499,L03499,L,298.3,306.6,1329,54.9,20,1,0,1,0,0,0,LINE2-M02,2026-06-10T23:23:00,OP-108,MAT-8809
3500,L03500,L,299.3,307.4,1621,31.5,22,0,0,0,0,0,0,LINE1-M01,2026-06-10T23:27:00,OP-110,MAT-8806
3501,M03501,M,300.6,309.8,1544,45.8,25,0,0,0,0,0,0,LINE2-M02,2026-06-10T23:31:00,OP-109,MAT-8817
3502,L03502,L,302.6,313.8,1168,39.7,27,0,0,0,0,0,0,LINE2-M02,2026-06-10T23:35:00,OP-110,MAT-8814
3503,L03503,L,297.5,308.6,1168,57.2,29,0,0,0,0,0,0,LINE3-M01,2026-06-10T23:38:00,OP-108,MAT-8814
3504,M03504,M,297.1,306.6,1774,42.3,32,0,0,0,0,0,0,LINE3-M01,2026-06-10T23:40:00,OP-107,MAT-8818
3505,H03505,H,298.9,308.5,1814,36.8,37,0,0,0,0,0,0,LINE2-M02,2026-06-10T23:45:00,OP-106,MAT-8802
3506,L03506,L,297.8,306.7,1728,42.5,39,0,0,0,0,0,0,LINE2-M02,2026-06-10T23:51:00,OP-104,MAT-8805
3507,L03507,L,296.4,306.7,2167,38.3,41,0,0,0,0,0,0,LINE3-M02,2026-06-10T23:57:00,OP-111,MAT-8805
3508,L03508,L,303.2,313.5,1570,55.5,43,1,0,0,1,0,0,LINE3-M02,2026-06-11T00:01:00,OP-107,MAT-8800
3509,L03509,L,300.4,312.2,1460,46.1,45,0,0,0,0,0,0,LINE1-M01,2026-06-11T00:05:00,OP-101,MAT-8817
3510,H03510,H,300.7,311.2,1565,41.9,50,0,0,0,0,0,0,LINE3-M01,2026-06-11T00:10:00,OP-109,MAT-8813
3511,L03511,L,299.2,310.3,1482,50.2,52,0,0,0,0,0,0,LINE3-M01,2026-06-11T00:14:00,OP-108,MAT-8806
3512,H03512,H,297.9,309.7,1740,31.3,57,0,0,0,0,0,0,LINE2-M01,2026-06-11T00:18:00,OP-101,MAT-8800
3513,H03513,H,299.7,310.1,1218,41.8,62,0,0,0,0,0,0,LINE1-M02,2026-06-11T00:24:00,OP-100,MAT-8807
3514,M03514,M,299.5,310.5,1641,48.0,65,0,0,0,0,0,0,LINE3-M02,2026-06-11T00:29:00,OP-109,MAT-8807
3515,H03515,H,296.8,307.2,1570,37.9,70,0,0,0,0,0,0,LINE3-M01,2026-06-11T00:31:00,OP-104,MAT-8816
3516,M03516,M,301.9,310.7,1584,44.0,73,0,0,0,0,0,0,LINE3-M02,2026-06-11T00:36:00,OP-108,MAT-8814
3517,L03517,L,296.1,306.6,1904,50.4,75,1,0,0,1,0,0,LINE2-M02,2026-06-11T00:38:00,OP-110,MAT-8808
3518,H03518,H,299.1,309.0,1727,49.9,80,1,0,0,1,0,0,LINE3-M01,2026-06-11T00:44:00,OP-108,MAT-8803
3519,L03519,L,300.9,311.5,1820,40.9,82,0,0,0,0,0,0,LINE2-M01,2026-06-11T00:48:00,OP-102,MAT-8801
3520,M03520,M,301.0,310.3,1423,46.2,85,0,0,0,0,0,0,LINE1-M01,2026-06-11T00:51:00,OP-102,MAT-8812
3521,L03521,L,300.0,311.5,1168,44.7,87,0,0,0,0,0,0,LINE1-M01,2026-06-11T00:56:00,OP-100,MAT-8819
3522,L03522,L,301.3,312.0,1669,44.2,89,0,0,0,0,0,0,LINE1-M02,2026-06-11T01:00:00,OP-103,MAT-8810
3523,M03523,M,297.8,309.2,1585,25.7,92,0,0,0,0,0,0,LINE2-M02,2026-06-11T01:04:00,OP-111,MAT-8815
3524,H03524,H,300.1,309.6,1672,32.7,97,0,0,0,0,0,0,LINE3-M01,2026-06-11T01:09:00,OP-100,MAT-8811
3525,L03525,L,302.5,313.0,1922,49.5,99,1,0,0,1,0,0,LINE1-M01,2026-06-11T01:12:00,OP-107,MAT-8813
3526,L03526,L,304.0,314.3,1462,39.0,101,0,0,0,0,0,0,LINE1-M02,2026-06-11T01:18:00,OP-102,MAT-8807
3527,L03527,L,300.4,307.9,1577,29.6,103,0,0,0,0,0,0,LINE1-M01,2026-06-11T01:21:00,OP-103,MAT-8807
3528,M03528,M,301.6,312.1,1299,33.6,106,0,0,0,0,0,0,LINE1-M02,2026-06-11T01:23:00,OP-102,MAT-8806
3529,H03529,H,299.6,308.7,1594,37.0,111,0,0,0,0,0,0,LINE2-M01,2026-06-11T01:25:00,OP-103,MAT-8807
3530,M03530,M,293.0,304.1,1320,40.9,114,0,0,0,0,0,0,LINE1-M02,2026-06-11T01:31:00,OP-105,MAT-8812
3531,H03531,H,301.7,311.4,1237,26.9,119,1,0,0,1,0,0,LINE3-M01,2026-06-11T01:36:00,OP-104,MAT-8814
3532,H03532,H,300.4,308.9,1747,37.7,124,0,0,0,0,0,0,LINE2-M02,2026-06-11T01:41:00,OP-108,MAT-8800
3533,M03533,M,302.0,313.0,1696,31.0,127,0,0,0,0,0,0,LINE2-M01,2026-06-11T01:45:00,OP-101,MAT-8811
3534,L03534,L,302.9,312.5,1948,37.0,129,0,0,0,0,0,0,LINE3-M01,2026-06-11T01:51:00,OP-106,MAT-8809
3535,L03535,L,302.1,312.5,1402,33.8,131,0,0,0,0,0,0,LINE1-M02,2026-06-11T01:56:00,OP-108,MAT-8816
3536,L03536,L,301.3,311.2,1602,22.8,133,0,0,0,0,0,0,LINE3-M01,2026-06-11T02:02:00,OP-110,MAT-8818
3537,M03537,M,300.7,308.7,1427,46.3,136,0,0,0,0,0,0,LINE3-M01,2026-06-11T02:07:00,OP-110,MAT-8806
3538,M03538,M,300.9,313.2,1668,51.2,139,0,0,0,0,0,0,LINE3-M02,2026-06-11T02:13:00,OP-109,MAT-8813
3539,M03539,M,300.5,312.2,1553,44.4,142,0,0,0,0,0,0,LINE1-M02,2026-06-11T02:15:00,OP-100,MAT-8812
3540,L03540,L,303.4,313.3,1223,40.3,144,0,0,0,0,0,0,LINE3-M01,2026-06-11T02:20:00,OP-106,MAT-8814
3541,L03541,L,303.4,313.9,1308,53.8,146,0,0,0,0,0,0,LINE3-M02,2026-06-11T02:24:00,OP-103,MAT-8804
3542,H03542,H,298.6,306.8,1426,55.0,151,0,0,0,0,0,0,LINE1-M02,2026-06-11T02:26:00,OP-102,MAT-8809
